anio,mes,fecha_referencia,bici,mins_viaje,hrs_viaje,dias_viaje,distancia_approx
2022,Agosto,2022-08-31,355-1272,5493,91.55,3.81458333333333,1464.8
2022,Agosto,2022-08-31,356-0604,7778,129.633333333333,5.40138888888889,2074.133333333333
2022,Agosto,2022-08-31,356-6759,3232,53.8666666666667,2.24444444444444,861.8666666666667
2022,Agosto,2022-08-31,356-8086,4658,77.6333333333333,3.23472222222222,1242.1333333333334
2022,Agosto,2022-08-31,357-8267,7278,121.3,5.05416666666667,1940.8
2022,Agosto,2022-08-31,358-3028,5076,84.6,3.525,1353.6
2022,Agosto,2022-08-31,359-0841,4094,68.2333333333333,2.84305555555556,1091.7333333333331
2022,Agosto,2022-08-31,359-8612,5229,87.15,3.63125,1394.4
2022,Agosto,2022-08-31,361-5481,10267,171.116666666667,7.12986111111111,2737.866666666667
2022,Agosto,2022-08-31,363-3203,5244,87.4,3.64166666666667,1398.4
2022,Agosto,2022-08-31,364-4945,3613,60.2166666666667,2.50902777777778,963.4666666666668
2022,Agosto,2022-08-31,365-9539,7020,117,4.875,1872
2022,Agosto,2022-08-31,366-0032,3885,64.75,2.69791666666667,1036
2022,Agosto,2022-08-31,366-0255,3645,60.75,2.53125,972
2022,Agosto,2022-08-31,368-1376,5282,88.0333333333333,3.66805555555556,1408.5333333333333
2022,Agosto,2022-08-31,368-4784,4335,72.25,3.01041666666667,1156
2022,Agosto,2022-08-31,368-9510,5054,84.2333333333333,3.50972222222222,1347.7333333333331
2022,Agosto,2022-08-31,368-9981,8327,138.783333333333,5.78263888888889,2220.5333333333333
2022,Agosto,2022-08-31,374-3234,3273,54.55,2.27291666666667,872.8
2022,Agosto,2022-08-31,374-7771,5789,96.4833333333333,4.02013888888889,1543.7333333333331
2022,Agosto,2022-08-31,374-8506,2931,48.85,2.03541666666667,781.6
2022,Agosto,2022-08-31,376-2846,3257,54.2833333333333,2.26180555555556,868.5333333333333
2022,Agosto,2022-08-31,377-6283,5774,96.2333333333333,4.00972222222222,1539.7333333333331
2022,Agosto,2022-08-31,378-6225,3552,59.2,2.46666666666667,947.2
2022,Agosto,2022-08-31,380-2147,4787,79.7833333333333,3.32430555555556,1276.5333333333333
2022,Agosto,2022-08-31,381-1122,4041,67.35,2.80625,1077.6
2022,Agosto,2022-08-31,382-0271,6424,107.066666666667,4.46111111111111,1713.0666666666666
2022,Agosto,2022-08-31,382-1741,2966,49.4333333333333,2.05972222222222,790.9333333333333
2022,Agosto,2022-08-31,383-4538,4252,70.8666666666667,2.95277777777778,1133.8666666666668
2022,Agosto,2022-08-31,383-9602,5718,95.3,3.97083333333333,1524.8
2022,Agosto,2022-08-31,385-2829,3230,53.8333333333333,2.24305555555556,861.3333333333334
2022,Agosto,2022-08-31,388-3105,5693,94.8833333333333,3.95347222222222,1518.1333333333334
2022,Agosto,2022-08-31,390-7524,9728,162.133333333333,6.75555555555556,2594.133333333333
2022,Agosto,2022-08-31,391-3340,3401,56.6833333333333,2.36180555555556,906.9333333333332
2022,Agosto,2022-08-31,392-2523,3467,57.7833333333333,2.40763888888889,924.5333333333332
2022,Agosto,2022-08-31,392-3125,3438,57.3,2.3875,916.8
2022,Agosto,2022-08-31,392-5682,6928,115.466666666667,4.81111111111111,1847.4666666666667
2022,Agosto,2022-08-31,394-3388,8854,147.566666666667,6.14861111111111,2361.0666666666666
2022,Agosto,2022-08-31,395-6026,4157,69.2833333333333,2.88680555555556,1108.5333333333333
2022,Agosto,2022-08-31,395-7404,6100,101.666666666667,4.23611111111111,1626.6666666666667
2022,Agosto,2022-08-31,395-8584,5146,85.7666666666667,3.57361111111111,1372.2666666666669
2022,Agosto,2022-08-31,396-7825,573,9.55,0.397916666666667,152.79999999999998
2022,Agosto,2022-08-31,398-3962,4264,71.0666666666667,2.96111111111111,1137.0666666666666
2022,Agosto,2022-08-31,398-4234,6288,104.8,4.36666666666667,1676.8
2022,Agosto,2022-08-31,402-3263,6397,106.616666666667,4.44236111111111,1705.8666666666668
2022,Agosto,2022-08-31,402-6886,5301,88.35,3.68125,1413.6
2022,Agosto,2022-08-31,403-2595,5501,91.6833333333333,3.82013888888889,1466.9333333333334
2022,Agosto,2022-08-31,403-7354,3050,50.8333333333333,2.11805555555556,813.3333333333334
2022,Agosto,2022-08-31,405-8962,4372,72.8666666666667,3.03611111111111,1165.8666666666668
2022,Agosto,2022-08-31,406-6726,5516,91.9333333333333,3.83055555555556,1470.9333333333334
2022,Agosto,2022-08-31,408-5999,6933,115.55,4.81458333333333,1848.8
2022,Agosto,2022-08-31,408-6674,4654,77.5666666666667,3.23194444444444,1241.0666666666666
2022,Agosto,2022-08-31,409-4140,4238,70.6333333333333,2.94305555555556,1130.1333333333332
2022,Agosto,2022-08-31,409-9479,5562,92.7,3.8625,1483.2
2022,Agosto,2022-08-31,412-0820,5286,88.1,3.67083333333333,1409.6
2022,Agosto,2022-08-31,412-2115,7605,126.75,5.28125,2028
2022,Agosto,2022-08-31,412-4012,3929,65.4833333333333,2.72847222222222,1047.7333333333331
2022,Agosto,2022-08-31,415-6386,1471,24.5166666666667,1.02152777777778,392.26666666666665
2022,Agosto,2022-08-31,420-5951,1608,26.8,1.11666666666667,428.8
2022,Agosto,2022-08-31,421-1918,5983,99.7166666666667,4.15486111111111,1595.4666666666667
2022,Agosto,2022-08-31,422-6221,4958,82.6333333333333,3.44305555555556,1322.1333333333334
2022,Agosto,2022-08-31,423-8846,4060,67.6666666666667,2.81944444444444,1082.6666666666667
2022,Agosto,2022-08-31,424-5171,9109,151.816666666667,6.32569444444444,2429.0666666666666
2022,Agosto,2022-08-31,424-9587,6874,114.566666666667,4.77361111111111,1833.0666666666664
2022,Agosto,2022-08-31,425-0031,4699,78.3166666666667,3.26319444444444,1253.0666666666666
2022,Agosto,2022-08-31,428-6597,3167,52.7833333333333,2.19930555555556,844.5333333333333
2022,Agosto,2022-08-31,429-3650,3402,56.7,2.3625,907.2
2022,Agosto,2022-08-31,431-0827,5326,88.7666666666667,3.69861111111111,1420.2666666666669
2022,Agosto,2022-08-31,434-2523,3533,58.8833333333333,2.45347222222222,942.1333333333332
2022,Agosto,2022-08-31,436-4154,4879,81.3166666666667,3.38819444444444,1301.0666666666666
2022,Agosto,2022-08-31,437-0623,2440,40.6666666666667,1.69444444444444,650.6666666666667
2022,Agosto,2022-08-31,438-2271,4977,82.95,3.45625,1327.2
2022,Agosto,2022-08-31,438-4509,8556,142.6,5.94166666666667,2281.6
2022,Agosto,2022-08-31,440-1675,9247,154.116666666667,6.42152777777778,2465.866666666667
2022,Agosto,2022-08-31,440-3606,5880,98,4.08333333333333,1568
2022,Agosto,2022-08-31,440-3945,6022,100.366666666667,4.18194444444444,1605.8666666666668
2022,Agosto,2022-08-31,440-5346,4785,79.75,3.32291666666667,1276
2022,Agosto,2022-08-31,442-9387,6044,100.733333333333,4.19722222222222,1611.7333333333331
2022,Agosto,2022-08-31,445-6067,4906,81.7666666666667,3.40694444444444,1308.2666666666669
2022,Agosto,2022-08-31,445-7313,2023,33.7166666666667,1.40486111111111,539.4666666666667
2022,Agosto,2022-08-31,446-2651,1120,18.6666666666667,0.777777777777778,298.6666666666667
2022,Agosto,2022-08-31,447-2783,6043,100.716666666667,4.19652777777778,1611.4666666666667
2022,Agosto,2022-08-31,447-5331,4646,77.4333333333333,3.22638888888889,1238.9333333333334
2022,Agosto,2022-08-31,447-9358,4247,70.7833333333333,2.94930555555556,1132.5333333333333
2022,Agosto,2022-08-31,448-5959,5222,87.0333333333333,3.62638888888889,1392.5333333333333
2022,Agosto,2022-08-31,450-8636,7431,123.85,5.16041666666667,1981.6
2022,Agosto,2022-08-31,451-7314,7988,133.133333333333,5.54722222222222,2130.133333333333
2022,Agosto,2022-08-31,453-4269,6169,102.816666666667,4.28402777777778,1645.0666666666666
2022,Agosto,2022-08-31,454-9192,10536,175.6,7.31666666666667,2809.6
2022,Agosto,2022-08-31,456-4894,3880,64.6666666666667,2.69444444444444,1034.6666666666667
2022,Agosto,2022-08-31,457-6500,825,13.75,0.572916666666667,220
2022,Agosto,2022-08-31,460-1647,6986,116.433333333333,4.85138888888889,1862.9333333333336
2022,Agosto,2022-08-31,463-8698,6049,100.816666666667,4.20069444444444,1613.0666666666666
2022,Agosto,2022-08-31,464-5834,2944,49.0666666666667,2.04444444444444,785.0666666666666
2022,Agosto,2022-08-31,465-5627,3849,64.15,2.67291666666667,1026.4
2022,Agosto,2022-08-31,465-6245,7160,119.333333333333,4.97222222222222,1909.3333333333333
2022,Agosto,2022-08-31,466-5535,6108,101.8,4.24166666666667,1628.8
2022,Agosto,2022-08-31,469-0467,2988,49.8,2.075,796.8
2022,Agosto,2022-08-31,469-6704,4279,71.3166666666667,2.97152777777778,1141.0666666666666
2022,Agosto,2022-08-31,470-0084,8885,148.083333333333,6.17013888888889,2369.3333333333335
2022,Agosto,2022-08-31,470-1819,6339,105.65,4.40208333333333,1690.4
2022,Agosto,2022-08-31,470-8087,2792,46.5333333333333,1.93888888888889,744.5333333333333
2022,Agosto,2022-08-31,470-8368,4327,72.1166666666667,3.00486111111111,1153.8666666666668
2022,Agosto,2022-08-31,472-2682,2071,34.5166666666667,1.43819444444444,552.2666666666667
2022,Agosto,2022-08-31,472-3581,7043,117.383333333333,4.89097222222222,1878.1333333333337
2022,Agosto,2022-08-31,472-4290,8592,143.2,5.96666666666667,2291.2000000000003
2022,Agosto,2022-08-31,473-7185,5235,87.25,3.63541666666667,1396
2022,Agosto,2022-08-31,474-0635,3594,59.9,2.49583333333333,958.4
2022,Agosto,2022-08-31,475-0899,3877,64.6166666666667,2.69236111111111,1033.8666666666668
2022,Agosto,2022-08-31,475-8421,2701,45.0166666666667,1.87569444444444,720.2666666666667
2022,Agosto,2022-08-31,475-9056,2505,41.75,1.73958333333333,668
2022,Agosto,2022-08-31,478-1670,2895,48.25,2.01041666666667,772
2022,Agosto,2022-08-31,479-0085,3357,55.95,2.33125,895.2
2022,Agosto,2022-08-31,479-4483,9452,157.533333333333,6.56388888888889,2520.5333333333333
2022,Agosto,2022-08-31,479-7403,4799,79.9833333333333,3.33263888888889,1279.7333333333331
2022,Agosto,2022-08-31,479-8112,3387,56.45,2.35208333333333,903.2
2022,Agosto,2022-08-31,480-8895,450,7.5,0.3125,120
2022,Agosto,2022-08-31,483-3745,5811,96.85,4.03541666666667,1549.6
2022,Agosto,2022-08-31,483-4982,4711,78.5166666666667,3.27152777777778,1256.2666666666669
2022,Agosto,2022-08-31,488-7675,5550,92.5,3.85416666666667,1480
2022,Agosto,2022-08-31,489-5157,10224,170.4,7.1,2726.4
2022,Agosto,2022-08-31,489-6452,6015,100.25,4.17708333333333,1604
2022,Agosto,2022-08-31,489-8391,2468,41.1333333333333,1.71388888888889,658.1333333333333
2022,Agosto,2022-08-31,490-5261,8377,139.616666666667,5.81736111111111,2233.866666666667
2022,Agosto,2022-08-31,498-5685,2634,43.9,1.82916666666667,702.4
2022,Agosto,2022-08-31,499-2624,3613,60.2166666666667,2.50902777777778,963.4666666666668
2022,Agosto,2022-08-31,499-8613,2570,42.8333333333333,1.78472222222222,685.3333333333334
2022,Agosto,2022-08-31,499-8803,5225,87.0833333333333,3.62847222222222,1393.3333333333333
2022,Agosto,2022-08-31,501-5854,3106,51.7666666666667,2.15694444444444,828.2666666666667
2022,Agosto,2022-08-31,503-8377,5373,89.55,3.73125,1432.8
2022,Agosto,2022-08-31,505-2956,4814,80.2333333333333,3.34305555555556,1283.7333333333331
2022,Agosto,2022-08-31,505-9605,4459,74.3166666666667,3.09652777777778,1189.0666666666666
2022,Agosto,2022-08-31,506-1742,6322,105.366666666667,4.39027777777778,1685.8666666666666
2022,Agosto,2022-08-31,507-5130,5232,87.2,3.63333333333333,1395.2
2022,Agosto,2022-08-31,508-1302,6800,113.333333333333,4.72222222222222,1813.3333333333333
2022,Agosto,2022-08-31,509-1194,4976,82.9333333333333,3.45555555555556,1326.9333333333334
2022,Agosto,2022-08-31,509-6995,2182,36.3666666666667,1.51527777777778,581.8666666666667
2022,Agosto,2022-08-31,509-8314,2613,43.55,1.81458333333333,696.8
2022,Agosto,2022-08-31,511-0358,6396,106.6,4.44166666666667,1705.6
2022,Agosto,2022-08-31,512-5273,3633,60.55,2.52291666666667,968.8
2022,Agosto,2022-08-31,512-8384,1371,22.85,0.952083333333333,365.6
2022,Agosto,2022-08-31,513-8201,2703,45.05,1.87708333333333,720.8000000000001
2022,Agosto,2022-08-31,514-0207,5368,89.4666666666667,3.72777777777778,1431.4666666666667
2022,Agosto,2022-08-31,515-1030,6981,116.35,4.84791666666667,1861.6
2022,Agosto,2022-08-31,516-0619,3073,51.2166666666667,2.13402777777778,819.4666666666667
2022,Agosto,2022-08-31,521-8094,3272,54.5333333333333,2.27222222222222,872.5333333333333
2022,Agosto,2022-08-31,522-2815,5835,97.25,4.05208333333333,1556
2022,Agosto,2022-08-31,522-7871,12575,209.583333333333,8.73263888888889,3353.3333333333335
2022,Agosto,2022-08-31,526-6515,5839,97.3166666666667,4.05486111111111,1557.0666666666666
2022,Agosto,2022-08-31,526-7851,5261,87.6833333333333,3.65347222222222,1402.9333333333334
2022,Agosto,2022-08-31,527-2000,4816,80.2666666666667,3.34444444444444,1284.2666666666669
2022,Agosto,2022-08-31,527-9492,1805,30.0833333333333,1.25347222222222,481.33333333333337
2022,Agosto,2022-08-31,530-1064,2436,40.6,1.69166666666667,649.6
2022,Agosto,2022-08-31,531-6591,6063,101.05,4.21041666666667,1616.8
2022,Agosto,2022-08-31,531-6872,6347,105.783333333333,4.40763888888889,1692.5333333333333
2022,Agosto,2022-08-31,531-7136,5115,85.25,3.55208333333333,1364
2022,Agosto,2022-08-31,533-3216,3160,52.6666666666667,2.19444444444444,842.6666666666666
2022,Agosto,2022-08-31,533-4016,4047,67.45,2.81041666666667,1079.2
2022,Agosto,2022-08-31,536-5184,6319,105.316666666667,4.38819444444444,1685.0666666666666
2022,Agosto,2022-08-31,537-3139,3915,65.25,2.71875,1044
2022,Agosto,2022-08-31,539-6247,3444,57.4,2.39166666666667,918.4
2022,Agosto,2022-08-31,540-2276,4851,80.85,3.36875,1293.6
2022,Agosto,2022-08-31,540-4041,5243,87.3833333333333,3.64097222222222,1398.1333333333332
2022,Agosto,2022-08-31,540-4058,219,3.65,0.152083333333333,58.4
2022,Agosto,2022-08-31,540-5741,3038,50.6333333333333,2.10972222222222,810.1333333333333
2022,Agosto,2022-08-31,540-6905,1587,26.45,1.10208333333333,423.2
