anio,mes,fecha_referencia,bici,mins_viaje,hrs_viaje,dias_viaje,distancia_approx
2022,Octubre,2022-10-31,804-9512,4413.21666666667,73.5536111111111,3.0647337962963,1176.8577777777778
2022,Octubre,2022-10-31,805-2862,5535.43333333333,92.2572222222222,3.84405092592593,1476.1155555555556
2022,Octubre,2022-10-31,806-5526,337.65,5.6275,0.234479166666667,90.04
2022,Octubre,2022-10-31,807-3660,4014.41666666667,66.9069444444444,2.78778935185185,1070.5111111111112
2022,Octubre,2022-10-31,807-3843,4459.36666666667,74.3227777777778,3.09678240740741,1189.1644444444444
2022,Octubre,2022-10-31,807-9618,4553.68333333333,75.8947222222222,3.16228009259259,1214.3155555555556
2022,Octubre,2022-10-31,808-1168,3797.4,63.29,2.63708333333333,1012.64
2022,Octubre,2022-10-31,809-1951,235.283333333333,3.92138888888889,0.163391203703704,62.742222222222225
2022,Octubre,2022-10-31,809-9202,4948.53333333333,82.4755555555556,3.43648148148148,1319.608888888889
2022,Octubre,2022-10-31,809-9269,4372.71666666667,72.8786111111111,3.0366087962963,1166.0577777777778
2022,Octubre,2022-10-31,810-9597,1917.31666666667,31.9552777777778,1.33146990740741,511.2844444444444
2022,Octubre,2022-10-31,811-0918,317.55,5.2925,0.220520833333333,84.67999999999999
2022,Octubre,2022-10-31,811-1973,3214.16666666667,53.5694444444444,2.23206018518519,857.1111111111111
2022,Octubre,2022-10-31,812-2053,4650.6,77.51,3.22958333333333,1240.16
2022,Octubre,2022-10-31,812-6104,4752.96666666667,79.2161111111111,3.3006712962963,1267.457777777778
2022,Octubre,2022-10-31,812-6849,4610.83333333333,76.8472222222222,3.20196759259259,1229.5555555555557
2022,Octubre,2022-10-31,813-6483,3634.03333333333,60.5672222222222,2.52363425925926,969.0755555555556
2022,Octubre,2022-10-31,813-6962,5123.75,85.3958333333333,3.55815972222222,1366.3333333333333
2022,Octubre,2022-10-31,815-1425,3135.8,52.2633333333333,2.17763888888889,836.2133333333334
2022,Octubre,2022-10-31,815-2407,5524.58333333333,92.0763888888889,3.8365162037037,1473.2222222222222
2022,Octubre,2022-10-31,815-2522,4542.46666666667,75.7077777777778,3.15449074074074,1211.3244444444445
2022,Octubre,2022-10-31,815-8941,3954.6,65.91,2.74625,1054.56
2022,Octubre,2022-10-31,816-3586,4480.71666666667,74.6786111111111,3.1116087962963,1194.8577777777778
2022,Octubre,2022-10-31,816-7264,4474.06666666667,74.5677777777778,3.10699074074074,1193.0844444444444
2022,Octubre,2022-10-31,818-2651,3665.5,61.0916666666667,2.54548611111111,977.4666666666668
2022,Octubre,2022-10-31,819-3229,3396.38333333333,56.6063888888889,2.35859953703704,905.7022222222222
2022,Octubre,2022-10-31,820-2970,3301.25,55.0208333333333,2.29253472222222,880.3333333333334
2022,Octubre,2022-10-31,820-7227,1449.95,24.1658333333333,1.00690972222222,386.6533333333333
2022,Octubre,2022-10-31,821-0486,3684.53333333333,61.4088888888889,2.5587037037037,982.5422222222222
2022,Octubre,2022-10-31,821-1708,3321.36666666667,55.3561111111111,2.30650462962963,885.6977777777778
2022,Octubre,2022-10-31,823-9691,4708.91666666667,78.4819444444445,3.27008101851852,1255.7111111111112
2022,Octubre,2022-10-31,824-0111,4523.53333333333,75.3922222222222,3.14134259259259,1206.2755555555557
2022,Octubre,2022-10-31,824-7744,4923.03333333333,82.0505555555556,3.41877314814815,1312.808888888889
2022,Octubre,2022-10-31,825-2355,3856.15,64.2691666666667,2.67788194444444,1028.3066666666666
2022,Octubre,2022-10-31,825-5879,4479.68333333333,74.6613888888889,3.1108912037037,1194.5822222222223
2022,Octubre,2022-10-31,825-8964,4748.1,79.135,3.29729166666667,1266.16
2022,Octubre,2022-10-31,827-8541,3588.38333333333,59.8063888888889,2.49193287037037,956.9022222222222
2022,Octubre,2022-10-31,828-0224,3440.8,57.3466666666667,2.38944444444444,917.5466666666666
2022,Octubre,2022-10-31,828-0935,4162.73333333333,69.3788888888889,2.89078703703704,1110.0622222222223
2022,Octubre,2022-10-31,829-5370,3737.23333333333,62.2872222222222,2.59530092592593,996.5955555555556
2022,Octubre,2022-10-31,829-9752,4984.01666666667,83.0669444444444,3.46112268518519,1329.0711111111111
2022,Octubre,2022-10-31,830-9858,4264.81666666667,71.0802777777778,2.96167824074074,1137.2844444444445
2022,Octubre,2022-10-31,831-9923,3617.31666666667,60.2886111111111,2.51202546296296,964.6177777777776
2022,Octubre,2022-10-31,832-2174,599.283333333333,9.98805555555556,0.416168981481482,159.8088888888889
2022,Octubre,2022-10-31,832-2331,2738.36666666667,45.6394444444444,1.90164351851852,730.2311111111111
2022,Octubre,2022-10-31,833-5416,3726.06666666667,62.1011111111111,2.5875462962963,993.6177777777776
2022,Octubre,2022-10-31,833-5663,5259.28333333333,87.6547222222222,3.65228009259259,1402.4755555555555
2022,Octubre,2022-10-31,834-2438,3208.28333333333,53.4713888888889,2.22797453703704,855.5422222222222
2022,Octubre,2022-10-31,834-3097,969.25,16.1541666666667,0.673090277777778,258.46666666666664
2022,Octubre,2022-10-31,834-6561,3600.95,60.0158333333333,2.50065972222222,960.2533333333332
2022,Octubre,2022-10-31,835-9630,97.3,1.62166666666667,0.0675694444444444,25.946666666666665
2022,Octubre,2022-10-31,836-0430,38.2,0.636666666666667,0.0265277777777778,10.186666666666667
2022,Octubre,2022-10-31,837-0728,5502.43333333333,91.7072222222222,3.82113425925926,1467.3155555555556
2022,Octubre,2022-10-31,837-7251,2678.71666666667,44.6452777777778,1.86021990740741,714.3244444444445
2022,Octubre,2022-10-31,838-9918,4405.48333333333,73.4247222222222,3.05936342592593,1174.7955555555557
2022,Octubre,2022-10-31,839-5840,145.133333333333,2.41888888888889,0.100787037037037,38.70222222222222
2022,Octubre,2022-10-31,840-3651,3830.81666666667,63.8469444444444,2.66028935185185,1021.5511111111113
2022,Octubre,2022-10-31,842-5050,4656.08333333333,77.6013888888889,3.2333912037037,1241.6222222222225
2022,Octubre,2022-10-31,842-7411,3070.08333333333,51.1680555555556,2.13200231481481,818.6888888888889
2022,Octubre,2022-10-31,843-1413,4938.31666666667,82.3052777777778,3.42938657407407,1316.8844444444444
2022,Octubre,2022-10-31,844-1156,4212.61666666667,70.2102777777778,2.92542824074074,1123.3644444444444
2022,Octubre,2022-10-31,845-2906,154.366666666667,2.57277777777778,0.107199074074074,41.16444444444444
2022,Octubre,2022-10-31,845-4738,3224.85,53.7475,2.23947916666667,859.96
2022,Octubre,2022-10-31,845-5214,4053,67.55,2.81458333333333,1080.8
2022,Octubre,2022-10-31,846-6369,4154.21666666667,69.2369444444444,2.88487268518519,1107.7911111111111
2022,Octubre,2022-10-31,846-7045,5248.86666666667,87.4811111111111,3.6450462962963,1399.6977777777777
2022,Octubre,2022-10-31,847-5725,4780.08333333333,79.6680555555556,3.31950231481481,1274.6888888888889
2022,Octubre,2022-10-31,848-1285,3791.16666666667,63.1861111111111,2.63275462962963,1010.9777777777778
2022,Octubre,2022-10-31,849-1797,2713.43333333333,45.2238888888889,1.8843287037037,723.5822222222222
2022,Octubre,2022-10-31,850-2320,127.7,2.12833333333333,0.0886805555555556,34.053333333333335
2022,Octubre,2022-10-31,850-2890,176.516666666667,2.94194444444444,0.122581018518519,47.07111111111111
2022,Octubre,2022-10-31,850-3740,51.7666666666667,0.862777777777778,0.0359490740740741,13.804444444444446
2022,Octubre,2022-10-31,851-4747,681.75,11.3625,0.4734375,181.8
2022,Octubre,2022-10-31,852-0017,894.65,14.9108333333333,0.621284722222222,238.57333333333332
2022,Octubre,2022-10-31,852-4001,5045.48333333333,84.0913888888889,3.50380787037037,1345.4622222222222
2022,Octubre,2022-10-31,853-0602,3179.16666666667,52.9861111111111,2.20775462962963,847.7777777777778
2022,Octubre,2022-10-31,853-2970,4079.96666666667,67.9994444444444,2.83331018518519,1087.9911111111112
2022,Octubre,2022-10-31,854-1591,5598.71666666667,93.3119444444444,3.88799768518519,1492.9911111111112
2022,Octubre,2022-10-31,854-9867,4515.18333333333,75.2530555555556,3.13554398148148,1204.048888888889
2022,Octubre,2022-10-31,855-0352,59.9333333333333,0.998888888888889,0.0416203703703704,15.982222222222225
2022,Octubre,2022-10-31,855-4479,2974.28333333333,49.5713888888889,2.06547453703704,793.1422222222222
2022,Octubre,2022-10-31,855-4909,4060.73333333333,67.6788888888889,2.8199537037037,1082.8622222222225
2022,Octubre,2022-10-31,855-7753,138.05,2.30083333333333,0.0958680555555556,36.81333333333333
2022,Octubre,2022-10-31,855-9726,138.916666666667,2.31527777777778,0.0964699074074074,37.04444444444445
2022,Octubre,2022-10-31,856-5699,1465.2,24.42,1.0175,390.72
2022,Octubre,2022-10-31,856-6721,4274.33333333333,71.2388888888889,2.9682870370370402,1139.8222222222223
2022,Octubre,2022-10-31,857-7694,3363.35,56.0558333333333,2.33565972222222,896.8933333333333
2022,Octubre,2022-10-31,858-3502,4879.93333333333,81.3322222222222,3.38884259259259,1301.3155555555556
2022,Octubre,2022-10-31,860-7178,1188.5,19.8083333333333,0.825347222222222,316.93333333333334
2022,Octubre,2022-10-31,861-8183,5785.66666666667,96.4277777777778,4.01782407407407,1542.8444444444444
2022,Octubre,2022-10-31,861-9058,3691.38333333333,61.5230555555556,2.56346064814815,984.3688888888888
2022,Octubre,2022-10-31,861-9280,3578.83333333333,59.6472222222222,2.48530092592593,954.3555555555556
2022,Octubre,2022-10-31,862-1948,2357.3,39.2883333333333,1.63701388888889,628.6133333333333
2022,Octubre,2022-10-31,862-5089,4991.01666666667,83.1836111111111,3.4659837962963,1330.9377777777777
2022,Octubre,2022-10-31,863-8025,4311.78333333333,71.8630555555556,2.99429398148148,1149.808888888889
2022,Octubre,2022-10-31,864-6887,4756.15,79.2691666666667,3.30288194444444,1268.3066666666666
2022,Octubre,2022-10-31,865-1903,235.516666666667,3.92527777777778,0.163553240740741,62.80444444444445
2022,Octubre,2022-10-31,865-8304,3923.21666666667,65.3869444444444,2.72445601851852,1046.191111111111
2022,Octubre,2022-10-31,866-2561,2671.1,44.5183333333333,1.85493055555556,712.2933333333333
2022,Octubre,2022-10-31,866-4021,29.4,0.49,0.0204166666666667,7.84
2022,Octubre,2022-10-31,866-5101,3551.2,59.1866666666667,2.46611111111111,946.9866666666668
2022,Octubre,2022-10-31,866-5283,3706,61.7666666666667,2.57361111111111,988.2666666666668
2022,Octubre,2022-10-31,866-8469,4908.91666666667,81.8152777777778,3.40896990740741,1309.0444444444445
2022,Octubre,2022-10-31,868-4284,5404.05,90.0675,3.7528125,1441.08
2022,Octubre,2022-10-31,869-4705,119.116666666667,1.98527777777778,0.0827199074074074,31.764444444444443
2022,Octubre,2022-10-31,869-5678,3811.46666666667,63.5244444444444,2.64685185185185,1016.3911111111112
2022,Octubre,2022-10-31,869-7104,3261.95,54.3658333333333,2.26524305555556,869.8533333333334
2022,Octubre,2022-10-31,870-1542,2318.8,38.6466666666667,1.61027777777778,618.3466666666667
2022,Octubre,2022-10-31,870-4140,2625.8,43.7633333333333,1.82347222222222,700.2133333333334
2022,Octubre,2022-10-31,870-7945,109.05,1.8175,0.0757291666666667,29.08
2022,Octubre,2022-10-31,871-5864,3722.23333333333,62.0372222222222,2.58488425925926,992.5955555555556
2022,Octubre,2022-10-31,871-9155,3753.85,62.5641666666667,2.60684027777778,1001.0266666666666
2022,Octubre,2022-10-31,872-1110,3852.78333333333,64.2130555555556,2.67554398148148,1027.408888888889
2022,Octubre,2022-10-31,872-2605,2715.21666666667,45.2536111111111,1.88556712962963,724.0577777777778
2022,Octubre,2022-10-31,872-6630,4100.56666666667,68.3427777777778,2.84761574074074,1093.4844444444443
2022,Octubre,2022-10-31,872-7406,4186.05,69.7675,2.90697916666667,1116.28
2022,Octubre,2022-10-31,872-9337,3141.03333333333,52.3505555555556,2.18127314814815,837.6088888888889
2022,Octubre,2022-10-31,873-1473,4457.08333333333,74.2847222222222,3.09519675925926,1188.5555555555557
2022,Octubre,2022-10-31,873-5052,4213.68333333333,70.2280555555556,2.92616898148148,1123.648888888889
2022,Octubre,2022-10-31,873-6266,309.116666666667,5.15194444444444,0.214664351851852,82.43111111111111
2022,Octubre,2022-10-31,873-9930,3268.95,54.4825,2.27010416666667,871.72
2022,Octubre,2022-10-31,874-3361,4182.61666666667,69.7102777777778,2.90459490740741,1115.3644444444444
2022,Octubre,2022-10-31,876-7121,3809.66666666667,63.4944444444444,2.64560185185185,1015.9111111111112
2022,Octubre,2022-10-31,877-3533,5595.78333333333,93.2630555555556,3.88596064814815,1492.2088888888889
2022,Octubre,2022-10-31,877-5744,4242.88333333333,70.7147222222222,2.94644675925926,1131.4355555555555
2022,Octubre,2022-10-31,877-7518,1831.36666666667,30.5227777777778,1.27178240740741,488.3644444444444
2022,Octubre,2022-10-31,878-0629,4181.85,69.6975,2.9040625,1115.16
2022,Octubre,2022-10-31,879-2079,1681.45,28.0241666666667,1.16767361111111,448.38666666666666
2022,Octubre,2022-10-31,879-7177,4280.76666666667,71.3461111111111,2.97275462962963,1141.5377777777778
2022,Octubre,2022-10-31,881-2802,3609.71666666667,60.1619444444444,2.50674768518519,962.5911111111112
2022,Octubre,2022-10-31,881-3727,4134.5,68.9083333333333,2.87118055555556,1102.5333333333333
2022,Octubre,2022-10-31,881-5185,3536.28333333333,58.9380555555556,2.45575231481482,943.0088888888888
2022,Octubre,2022-10-31,883-7478,75.9666666666667,1.26611111111111,0.0527546296296296,20.25777777777778
2022,Octubre,2022-10-31,883-8906,3908.08333333333,65.1347222222222,2.71394675925926,1042.1555555555556
2022,Octubre,2022-10-31,884-7642,3243.18333333333,54.0530555555556,2.25221064814815,864.8488888888888
2022,Octubre,2022-10-31,884-8749,3723.28333333333,62.0547222222222,2.58561342592593,992.8755555555556
2022,Octubre,2022-10-31,885-2709,3578.78333333333,59.6463888888889,2.4852662037037,954.3422222222222
2022,Octubre,2022-10-31,886-6568,4390.96666666667,73.1827777777778,3.04928240740741,1170.9244444444444
2022,Octubre,2022-10-31,888-0189,4171.96666666667,69.5327777777778,2.89719907407407,1112.5244444444445
2022,Octubre,2022-10-31,889-1335,4981.33333333333,83.0222222222222,3.45925925925926,1328.3555555555556
2022,Octubre,2022-10-31,889-9155,4223.46666666667,70.3911111111111,2.93296296296296,1126.2577777777778
2022,Octubre,2022-10-31,890-1290,4855.3,80.9216666666667,3.37173611111111,1294.746666666667
2022,Octubre,2022-10-31,890-4112,3763.98333333333,62.7330555555556,2.61387731481481,1003.728888888889
2022,Octubre,2022-10-31,890-5085,3902.28333333333,65.0380555555556,2.70991898148148,1040.608888888889
2022,Octubre,2022-10-31,890-7156,3811.75,63.5291666666667,2.64704861111111,1016.4666666666668
2022,Octubre,2022-10-31,891-2842,3631.48333333333,60.5247222222222,2.52186342592593,968.3955555555556
2022,Octubre,2022-10-31,892-2254,4666.43333333333,77.7738888888889,3.2405787037037,1244.3822222222225
2022,Octubre,2022-10-31,892-3039,4961.9,82.6983333333333,3.44576388888889,1323.1733333333334
2022,Octubre,2022-10-31,892-5505,3256.01666666667,54.2669444444444,2.26112268518519,868.2711111111112
2022,Octubre,2022-10-31,893-3368,4104.65,68.4108333333333,2.85045138888889,1094.5733333333333
2022,Octubre,2022-10-31,894-7012,4119.68333333333,68.6613888888889,2.8608912037037,1098.5822222222223
2022,Octubre,2022-10-31,895-0636,3899.23333333333,64.9872222222222,2.70780092592593,1039.7955555555557
2022,Octubre,2022-10-31,895-4174,4820.23333333333,80.3372222222222,3.34738425925926,1285.3955555555556
2022,Octubre,2022-10-31,895-8464,2804.46666666667,46.7411111111111,1.9475462962963,747.8577777777778
2022,Octubre,2022-10-31,896-0825,3756.9,62.615,2.60895833333333,1001.84
2022,Octubre,2022-10-31,896-3506,3688.53333333333,61.4755555555556,2.56148148148148,983.6088888888888
2022,Octubre,2022-10-31,896-4678,4533.98333333333,75.5663888888889,3.14859953703704,1209.0622222222223
2022,Octubre,2022-10-31,897-9353,5630.41666666667,93.8402777777778,3.91001157407407,1501.4444444444443
2022,Octubre,2022-10-31,898-6259,4606.01666666667,76.7669444444444,3.19862268518519,1228.2711111111112
2022,Octubre,2022-10-31,898-7539,3924.01666666667,65.4002777777778,2.72501157407407,1046.4044444444444
2022,Octubre,2022-10-31,899-0392,4877.18333333333,81.2863888888889,3.38693287037037,1300.5822222222223
2022,Octubre,2022-10-31,899-7280,3825.5,63.7583333333333,2.65659722222222,1020.1333333333332
2022,Noviembre,2022-11-30,200-1188,4651.45,77.5241666666667,3.23017361111111,1240.3866666666668
2022,Noviembre,2022-11-30,200-2400,4745.15,79.0858333333333,3.29524305555556,1265.3733333333334
2022,Noviembre,2022-11-30,200-5213,4760.66666666667,79.3444444444444,3.30601851851852,1269.5111111111112
2022,Noviembre,2022-11-30,200-9132,2768.51666666667,46.1419444444444,1.92258101851852,738.2711111111112
2022,Noviembre,2022-11-30,201-8075,284.116666666667,4.73527777777778,0.197303240740741,75.76444444444444
2022,Noviembre,2022-11-30,202-1087,5509.93333333333,91.8322222222222,3.82634259259259,1469.3155555555556
2022,Noviembre,2022-11-30,202-1160,2110.21666666667,35.1702777777778,1.46542824074074,562.7244444444444
2022,Noviembre,2022-11-30,202-2705,4195.25,69.9208333333333,2.91336805555556,1118.7333333333331
2022,Noviembre,2022-11-30,202-7555,3542.81666666667,59.0469444444444,2.46028935185185,944.7511111111112
2022,Noviembre,2022-11-30,202-9635,3063.31666666667,51.0552777777778,2.12730324074074,816.8844444444444
2022,Noviembre,2022-11-30,203-1300,4392.58333333333,73.2097222222222,3.05040509259259,1171.3555555555556
2022,Noviembre,2022-11-30,203-2662,1796.76666666667,29.9461111111111,1.24775462962963,479.1377777777778
2022,Noviembre,2022-11-30,203-3322,4005.66666666667,66.7611111111111,2.78171296296296,1068.1777777777777
2022,Noviembre,2022-11-30,203-3454,4606.81666666667,76.7802777777778,3.19917824074074,1228.4844444444443
2022,Noviembre,2022-11-30,203-3587,302.383333333333,5.03972222222222,0.209988425925926,80.63555555555556
2022,Noviembre,2022-11-30,204-8528,202.35,3.3725,0.140520833333333,53.96
2022,Noviembre,2022-11-30,204-9559,290.133333333333,4.83555555555556,0.201481481481481,77.36888888888889
2022,Noviembre,2022-11-30,205-0045,4199.9,69.9983333333333,2.91659722222222,1119.9733333333334
2022,Noviembre,2022-11-30,205-3031,4057.08333333333,67.6180555555556,2.81741898148148,1081.888888888889
2022,Noviembre,2022-11-30,205-3981,2692.86666666667,44.8811111111111,1.8700462962963,718.0977777777778
2022,Noviembre,2022-11-30,206-0895,4870.25,81.1708333333333,3.38211805555556,1298.7333333333331
2022,Noviembre,2022-11-30,206-3758,3785.91666666667,63.0986111111111,2.6291087962963,1009.5777777777778
2022,Noviembre,2022-11-30,206-5027,2779.13333333333,46.3188888888889,1.9299537037037,741.1022222222222
2022,Noviembre,2022-11-30,206-5795,4228.53333333333,70.4755555555556,2.93648148148148,1127.608888888889
2022,Noviembre,2022-11-30,206-7452,3831.9,63.865,2.66104166666667,1021.84
2022,Noviembre,2022-11-30,206-9797,181.866666666667,3.03111111111111,0.126296296296296,48.49777777777778
2022,Noviembre,2022-11-30,207-3260,1219.96666666667,20.3327777777778,0.847199074074074,325.32444444444445
2022,Noviembre,2022-11-30,207-3567,302.45,5.04083333333333,0.210034722222222,80.65333333333334
2022,Noviembre,2022-11-30,207-8566,2866.68333333333,47.7780555555556,1.99075231481481,764.4488888888889
2022,Noviembre,2022-11-30,207-8988,4515.66666666667,75.2611111111111,3.13587962962963,1204.1777777777777
2022,Noviembre,2022-11-30,208-3855,87.6333333333333,1.46055555555556,0.0608564814814815,23.36888888888889
2022,Noviembre,2022-11-30,208-8771,301.2,5.02,0.209166666666667,80.32000000000001
2022,Noviembre,2022-11-30,208-9191,3838.85,63.9808333333333,2.66586805555556,1023.6933333333334
2022,Noviembre,2022-11-30,209-1239,415.9,6.93166666666667,0.288819444444444,110.90666666666668
2022,Noviembre,2022-11-30,209-1692,3368.7,56.145,2.339375,898.32
2022,Noviembre,2022-11-30,209-2070,5508.83333333333,91.8138888888889,3.8255787037037,1469.022222222222
2022,Noviembre,2022-11-30,209-3797,5028.13333333333,83.8022222222222,3.49175925925926,1340.8355555555556
2022,Noviembre,2022-11-30,209-3946,2488.51666666667,41.4752777777778,1.72813657407407,663.6044444444444
2022,Noviembre,2022-11-30,209-9497,4325.16666666667,72.0861111111111,3.00358796296296,1153.3777777777775
2022,Noviembre,2022-11-30,209-9745,312.616666666667,5.21027777777778,0.217094907407407,83.36444444444444
2022,Noviembre,2022-11-30,210-0295,3604.73333333333,60.0788888888889,2.50328703703704,961.2622222222222
2022,Noviembre,2022-11-30,210-0857,5556.18333333333,92.6030555555556,3.85846064814815,1481.648888888889
2022,Noviembre,2022-11-30,210-8439,4838.1,80.635,3.35979166666667,1290.16
2022,Noviembre,2022-11-30,211-7877,3221.33333333333,53.6888888888889,2.23703703703704,859.0222222222222
2022,Noviembre,2022-11-30,212-1341,180.083333333333,3.00138888888889,0.12505787037037,48.022222222222226
2022,Noviembre,2022-11-30,212-5466,5107.56666666667,85.1261111111111,3.5469212962963,1362.0177777777778
2022,Noviembre,2022-11-30,212-6456,4336.38333333333,72.2730555555556,3.01137731481481,1156.368888888889
2022,Noviembre,2022-11-30,213-0276,4668.61666666667,77.8102777777778,3.24209490740741,1244.9644444444446
2022,Noviembre,2022-11-30,213-1829,4344.4,72.4066666666667,3.01694444444444,1158.506666666667
2022,Noviembre,2022-11-30,213-5663,4578.28333333333,76.3047222222222,3.17936342592593,1220.8755555555556
2022,Noviembre,2022-11-30,213-9996,4248.35,70.8058333333333,2.95024305555556,1132.8933333333334
2022,Noviembre,2022-11-30,214-1414,3697.7,61.6283333333333,2.56784722222222,986.0533333333332
2022,Noviembre,2022-11-30,214-8476,3889.58333333333,64.8263888888889,2.70109953703704,1037.2222222222222
2022,Noviembre,2022-11-30,214-8674,5253.01666666667,87.5502777777778,3.64792824074074,1400.8044444444445
2022,Noviembre,2022-11-30,214-9425,3361.66666666667,56.0277777777778,2.33449074074074,896.4444444444445
2022,Noviembre,2022-11-30,215-0100,440.816666666667,7.34694444444444,0.306122685185185,117.55111111111113
2022,Noviembre,2022-11-30,215-5794,253.866666666667,4.23111111111111,0.176296296296296,67.69777777777777
2022,Noviembre,2022-11-30,215-6263,4556.63333333333,75.9438888888889,3.1643287037037,1215.1022222222225
2022,Noviembre,2022-11-30,215-9804,3132.15,52.2025,2.17510416666667,835.24
2022,Noviembre,2022-11-30,216-2063,5473.16666666667,91.2194444444444,3.80081018518519,1459.5111111111112
2022,Noviembre,2022-11-30,216-5470,3388.91666666667,56.4819444444444,2.35341435185185,903.7111111111112
2022,Noviembre,2022-11-30,216-9530,4906.66666666667,81.7777777777778,3.40740740740741,1308.4444444444443
2022,Noviembre,2022-11-30,217-1460,4029.1,67.1516666666667,2.79798611111111,1074.4266666666667
2022,Noviembre,2022-11-30,219-6772,282.233333333333,4.70388888888889,0.19599537037037,75.26222222222222
2022,Noviembre,2022-11-30,219-8596,4600.25,76.6708333333333,3.19461805555556,1226.7333333333331
2022,Noviembre,2022-11-30,220-3701,4779.2,79.6533333333333,3.31888888888889,1274.4533333333334
2022,Noviembre,2022-11-30,221-3205,4499.21666666667,74.9869444444444,3.12445601851852,1199.7911111111111
2022,Noviembre,2022-11-30,221-6190,4685.91666666667,78.0986111111111,3.2541087962963,1249.5777777777778
2022,Noviembre,2022-11-30,221-6679,4363.16666666667,72.7194444444444,3.02997685185185,1163.5111111111112
2022,Noviembre,2022-11-30,222-0168,4892.56666666667,81.5427777777778,3.39761574074074,1304.6844444444444
2022,Noviembre,2022-11-30,222-9581,4425.1,73.7516666666667,3.07298611111111,1180.0266666666666
2022,Noviembre,2022-11-30,223-0373,4523.21666666667,75.3869444444444,3.14112268518519,1206.191111111111
2022,Noviembre,2022-11-30,223-3831,4320.75,72.0125,3.00052083333333,1152.2
2022,Noviembre,2022-11-30,223-6883,3976.56666666667,66.2761111111111,2.76150462962963,1060.4177777777777
2022,Noviembre,2022-11-30,223-9895,5140.25,85.6708333333333,3.56961805555556,1370.7333333333331
2022,Noviembre,2022-11-30,224-0851,5329.6,88.8266666666667,3.70111111111111,1421.2266666666667
2022,Noviembre,2022-11-30,224-1156,490.816666666667,8.18027777777778,0.340844907407407,130.88444444444443
2022,Noviembre,2022-11-30,224-2188,4745.8,79.0966666666667,3.29569444444444,1265.5466666666666
2022,Noviembre,2022-11-30,224-8615,4529.3,75.4883333333333,3.14534722222222,1207.8133333333333
2022,Noviembre,2022-11-30,225-0355,4367.75,72.7958333333333,3.03315972222222,1164.7333333333331
2022,Noviembre,2022-11-30,225-0405,5193.23333333333,86.5538888888889,3.60641203703704,1384.8622222222225
2022,Noviembre,2022-11-30,225-1023,4731.7,78.8616666666667,3.28590277777778,1261.7866666666666
2022,Noviembre,2022-11-30,225-2534,5031.26666666667,83.8544444444444,3.49393518518519,1341.671111111111
2022,Noviembre,2022-11-30,225-3334,4487.16666666667,74.7861111111111,3.11608796296296,1196.5777777777778
2022,Noviembre,2022-11-30,225-3854,4251.8,70.8633333333333,2.95263888888889,1133.8133333333333
2022,Noviembre,2022-11-30,225-9042,4265.35,71.0891666666667,2.96204861111111,1137.4266666666667
2022,Noviembre,2022-11-30,226-0099,334.166666666667,5.56944444444444,0.232060185185185,89.11111111111111
2022,Noviembre,2022-11-30,226-4414,4854.35,80.9058333333333,3.37107638888889,1294.493333333333
2022,Noviembre,2022-11-30,226-4547,4618.76666666667,76.9794444444444,3.20747685185185,1231.671111111111
2022,Noviembre,2022-11-30,226-5338,4706.83333333333,78.4472222222222,3.26863425925926,1255.1555555555556
2022,Noviembre,2022-11-30,226-6088,4327.66666666667,72.1277777777778,3.00532407407407,1154.0444444444445
2022,Noviembre,2022-11-30,226-6120,3994.56666666667,66.5761111111111,2.77400462962963,1065.217777777778
2022,Noviembre,2022-11-30,226-9066,210.183333333333,3.50305555555556,0.145960648148148,56.04888888888889
2022,Noviembre,2022-11-30,226-9900,3188.16666666667,53.1361111111111,2.21400462962963,850.1777777777778
2022,Noviembre,2022-11-30,227-3613,5222.5,87.0416666666667,3.62673611111111,1392.6666666666667
2022,Noviembre,2022-11-30,227-7713,4860.41666666667,81.0069444444444,3.37528935185185,1296.111111111111
2022,Noviembre,2022-11-30,228-3828,3571,59.5166666666667,2.47986111111111,952.2666666666668
2022,Noviembre,2022-11-30,228-6797,4529.51666666667,75.4919444444444,3.14549768518519,1207.871111111111
2022,Noviembre,2022-11-30,228-9742,3485.18333333333,58.0863888888889,2.4202662037037,929.3822222222224
2022,Noviembre,2022-11-30,228-9809,5741.4,95.69,3.98708333333333,1531.04
2022,Noviembre,2022-11-30,229-4676,2677.95,44.6325,1.8596875,714.12
2022,Noviembre,2022-11-30,229-6127,300.883333333333,5.01472222222222,0.208946759259259,80.23555555555555
2022,Noviembre,2022-11-30,230-3428,4841.7,80.695,3.36229166666667,1291.12
2022,Noviembre,2022-11-30,230-4806,4709.46666666667,78.4911111111111,3.27046296296296,1255.8577777777778
2022,Noviembre,2022-11-30,230-9813,4395.96666666667,73.2661111111111,3.05275462962963,1172.2577777777778
2022,Noviembre,2022-11-30,231-1322,3787.91666666667,63.1319444444444,2.63049768518519,1010.1111111111112
2022,Noviembre,2022-11-30,231-5224,4374.5,72.9083333333333,3.03784722222222,1166.5333333333333
2022,Noviembre,2022-11-30,231-7873,4950.03333333333,82.5005555555556,3.43752314814815,1320.0088888888888
2022,Noviembre,2022-11-30,231-9713,4632.95,77.2158333333333,3.21732638888889,1235.4533333333334
2022,Noviembre,2022-11-30,232-0075,4783.66666666667,79.7277777777778,3.32199074074074,1275.6444444444444
2022,Noviembre,2022-11-30,232-1669,5142.6,85.71,3.57125,1371.36
